                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW   THSW                Rain  Solar   Solar Hi Solar   UV    UV    Hi     Heat    Cool    In     In    In     In           Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index  Index   Bar    Rain  Rate   Rad.  Energy    Rad.  Index  Dose   UV     D-D     D-D    Temp   Hum    Dew   Heat     ET   Samp   Tx   Recept  Int.
17/07/14  8:30a   26.5   26.6   26.3    67   19.9   0.0   WSW   0.00   3.2   WSW   26.5   27.7   27.7   34.6   759.3  0.00   0.0   491     3.52    499     3.4  0.12   3.5   0.000   0.028   24.3    69   18.3   25.3    0.00   113    1     99.1    5 
17/07/14  8:35a   26.3   26.3   26.3    68   20.0   0.0    SE   0.00   3.2    SE   26.3   27.6   27.6   34.5   759.3  0.00   0.0   509     3.65    512     3.7  0.13   3.8   0.000   0.028   24.4    69   18.4   25.4    0.00   116    1    100.0    5 
17/07/14  8:40a   26.5   26.7   26.4    67   19.9   0.0    SE   0.00   1.6    SE   26.5   27.7   27.7   34.6   759.2  0.00   0.0   525     3.76    531     3.9  0.14   4.0   0.000   0.028   24.4    69   18.4   25.4    0.00   116    1    100.0    5 
17/07/14  8:45a   26.8   26.9   26.7    67   20.1   0.0     S   0.00   1.6     S   26.8   28.1   28.1   35.0   759.2  0.00   0.0   539     3.86    541     4.2  0.15   4.3   0.000   0.029   24.4    69   18.4   25.4    0.00   115    1    100.0    5 
17/07/14  8:50a   27.1   27.3   26.9    66   20.2   0.0   ESE   0.00   3.2   ESE   27.1   28.6   28.6   35.6   759.1  0.00   0.0   564     4.04    570     4.5  0.16   4.6   0.000   0.030   24.4    69   18.4   25.4    0.00   117    1    100.0    5 
17/07/14  8:55a   27.7   27.8   27.4    64   20.2   0.0   ESE   0.00   3.2   ESE   27.7   29.3   29.3   36.3   759.0  0.00   0.0   587     4.21    599     4.9  0.18   5.0   0.000   0.032   24.6    69   18.5   25.5    0.00   115    1    100.0    5 
17/07/14  9:00a   27.8   27.8   27.8    59   19.0   0.0    NW   0.00   3.2   ESE   27.8   28.9   28.9   35.9   759.0  0.00   0.0   610     4.37    617     5.2  0.19   5.3   0.000   0.033   24.6    69   18.5   25.5    0.33   115    1    100.0    5 
17/07/14  9:05a   27.9   27.9   27.8    60   19.4   1.6    NE   0.13   8.0    NE   27.9   29.2   29.2   36.2   758.9  0.00   0.0   625     4.48    629     5.5  0.20   5.5   0.000   0.033   24.6    69   18.5   25.5    0.00   116    1    100.0    5 
17/07/14  9:10a   28.0   28.2   27.9    59   19.2   1.6     E   0.13   8.0     E   28.0   29.2   29.2   36.1   758.7  0.00   0.0   635     4.55    638     5.7  0.20   5.8   0.000   0.034   24.6    69   18.5   25.6    0.00   117    1    100.0    5 
17/07/14  9:15a   28.3   28.4   28.2    62   20.3   0.0    NE   0.00   1.6    NE   28.3   30.0   30.0   36.8   758.6  0.00   0.0   644     4.62    647     6.0  0.21   6.0   0.000   0.035   24.6    69   18.5   25.6    0.00   116    1    100.0    5 
17/07/14  9:20a   28.7   28.9   28.5    60   20.2   0.0     E   0.00   6.4     E   28.7   30.6   30.6   37.3   758.6  0.00   0.0   655     4.69    668     6.3  0.23   6.5   0.000   0.036   24.6    69   18.5   25.6    0.00   116    1    100.0    5 
17/07/14  9:25a   29.3   29.6   28.9    61   21.0   0.0   ESE   0.00   1.6     E   29.3   31.8   31.8   38.6   758.6  0.00   0.0   679     4.87    689     6.6  0.24   6.6   0.000   0.038   24.7    69   18.6   25.7    0.00   116    1    100.0    5 
17/07/14  9:30a   29.9   30.2   29.6    60   21.3   0.0    SE   0.00   3.2    SE   29.9   32.8   32.8   39.6   758.6  0.00   0.0   689     4.94    705     6.8  0.24   6.9   0.000   0.040   24.7    69   18.6   25.7    0.00   114    1    100.0    5 
17/07/14  9:35a   30.4   30.6   30.2    58   21.2   0.0     E   0.00   6.4     E   30.4   33.4   33.4   40.1   758.5  0.00   0.0   701     5.02    705     7.1  0.25   7.1   0.000   0.042   24.7    69   18.6   25.7    0.00   118    1    100.0    5 
17/07/14  9:40a   30.8   31.0   30.6    56   21.0   1.6   ENE   0.13   8.0   ENE   30.8   33.8   33.8   40.4   758.5  0.00   0.0   721     5.17    733     7.3  0.26   7.5   0.000   0.043   24.8    69   18.8   25.8    0.00   113    1     99.1    5 
17/07/14  9:45a   30.8   30.9   30.8    55   20.7   0.0   ESE   0.00   6.4   ESE   30.8   33.6   33.6   40.2   758.6  0.00   0.0   729     5.23    733     7.6  0.27   7.6   0.000   0.043   24.8    69   18.8   25.8    0.00   114    1    100.0    5 
17/07/14  9:50a   30.8   30.9   30.8    56   21.0   0.0   ESE   0.00   6.4   ESE   30.8   33.8   33.8   40.4   758.6  0.00   0.0   756     5.42    766     8.1  0.29   8.3   0.000   0.043   24.8    69   18.8   25.8    0.00   115    1    100.0    5 
17/07/14  9:55a   30.8   30.9   30.8    54   20.4   1.6   ESE   0.13   8.0   ESE   30.8   33.4   33.4   40.0   758.6  0.00   0.0   773     5.54    784     8.4  0.30   8.6   0.000   0.043   24.9    69   18.9   25.9    0.00   115    1    100.0    5 
17/07/14 10:00a   30.7   30.8   30.7    55   20.6   0.0    SE   0.00   3.2    SE   30.7   33.4   33.4   40.1   758.6  0.00   0.0   792     5.68    800     8.7  0.31   8.8   0.000   0.043   24.9    69   18.9   25.9    0.48   117    1    100.0    5 
17/07/14 10:05a   30.8   30.9   30.8    53   20.1   1.6   ESE   0.13  11.3    SE   30.8   33.2   33.2   40.2   758.6  0.00   0.0   843     6.04    870     9.4  0.34   9.7   0.000   0.043   24.9    69   18.9   25.9    0.00   116    1    100.0    5 
17/07/14 10:10a   30.4   30.8   30.3    56   20.7   0.0    SW   0.00   1.6    SW   30.4   33.2   33.2   40.3   758.6  0.00   0.0   877     6.29    884     9.7  0.35   9.8   0.000   0.042   25.1    69   19.0   26.1    0.00   117    1    100.0    5 
17/07/14 10:15a   30.8   30.9   30.4    52   19.8   1.6     E   0.13   8.0     E   30.8   32.9   32.9   38.8   758.6  0.00   0.0   719     5.15    898     8.2  0.29   9.9   0.000   0.043   25.1    69   19.0   26.1    0.00   117    1    100.0    5 
17/07/14 10:20a   30.8   30.9   30.7    53   20.1   0.0    SE   0.00   3.2   SSE   30.8   33.1   33.1   39.2   758.5  0.00   0.0   682     4.89    958     8.2  0.29  10.5   0.000   0.043   25.1    69   19.0   26.1    0.00   116    1    100.0    5 
17/07/14 10:25a   31.1   31.3   30.9    49   19.1   0.0     S   0.00   1.6    SE   31.1   32.8   32.8   36.1   758.4  0.00   0.0   300     2.15    431     9.9  0.35  11.2   0.000   0.044   25.1    69   19.0   26.1    0.00   117    1    100.0    5 
17/07/14 10:30a   31.1   31.2   31.0    51   19.8   0.0     S   0.00   6.4    SE   31.1   33.2   33.2   38.6   758.4  0.00   0.0   543     3.89    965     9.1  0.33  11.2   0.000   0.044   25.1    69   19.0   26.1    0.00   115    1    100.0    5 
17/07/14 10:35a   31.1   31.1   31.0    50   19.4   1.6    SW   0.13   6.4   ESE   31.1   32.9   32.9   39.0   758.3  0.00   0.0   704     5.05   1027    10.0  0.36  11.1   0.000   0.044   25.1    69   19.0   26.1    0.00   116    1    100.0    5 
17/07/14 10:40a   31.0   31.1   30.8    51   19.7   3.2    SW   0.27   9.7   SSW   31.0   33.1   33.1   37.3   758.4  0.00   0.0   406     2.91    445     9.2  0.33  11.4   0.000   0.044   25.1    68   18.8   26.1    0.00   117    1    100.0    5 
17/07/14 10:45a   30.6   30.8   30.4    52   19.6   1.6   SSW   0.13   8.0   WSW   30.6   32.7   32.7   36.4   758.3  0.00   0.0   357     2.56    373     6.6  0.24   6.7   0.000   0.042   25.2    68   18.9   26.2    0.00   117    1    100.0    5 
17/07/14 10:50a   30.1   30.3   30.0    54   19.8   0.0     W   0.00   4.8   ESE   30.1   32.1   32.1   35.7   758.3  0.00   0.0   348     2.49    360     6.5  0.23   6.7   0.000   0.041   25.2    68   18.9   26.2    0.00   117    1    100.0    5 
17/07/14 10:55a   29.9   30.0   29.9    54   19.6   1.6   SSW   0.13   6.4    SW   29.9   31.8   31.8   35.5   758.3  0.00   0.0   360     2.58    378     6.8  0.24   7.0   0.000   0.040   25.2    68   18.9   26.2    0.00   114    1    100.0    5 
17/07/14 11:00a   29.7   29.9   29.6    55   19.7   1.6    SW   0.13   6.4   SSW   29.7   31.6   31.6   35.9   758.2  0.00   0.0   427     3.06    589     9.5  0.34  12.6   0.000   0.040   25.2    68   18.9   26.2    0.38   117    1    100.0    5 
17/07/14 11:05a   29.7   29.8   29.6    57   20.2   1.6    SW   0.13   6.4    SW   29.7   31.8   31.8   37.5   758.1  0.00   0.0   589     4.22    589    11.3  0.40  13.0   0.000   0.039   25.2    68   18.9   26.2    0.00   116    1    100.0    5 
17/07/14 11:10a   30.2   30.5   29.8    53   19.5   1.6     S   0.13   6.4    SE   30.2   32.1   32.1   38.7   758.1  0.00   0.0  1026     7.35   1060    12.1  0.43  12.9   0.000   0.041   25.2    68   18.9   26.2    0.00   117    1    100.0    5 
17/07/14 11:15a   30.7   30.8   30.5    53   20.0   3.2    SW   0.27   9.7    SW   30.7   33.0   33.0   39.7   758.0  0.00   0.0  1055     7.56   1071    12.9  0.46  13.3   0.000   0.043   25.3    68   19.0   26.3    0.00   116    1    100.0    5 
17/07/14 11:20a   30.7   30.7   30.6    53   20.0   3.2    SW   0.27   9.7    SW   30.7   33.0   33.0   39.7   757.9  0.00   0.0  1056     7.57   1058    13.4  0.48  13.5   0.000   0.043   25.3    68   19.0   26.3    0.00   116    1    100.0    5 
17/07/14 11:25a   30.5   30.6   30.3    55   20.4   8.0    SW   0.67  12.9    SW   30.5   33.1   33.1   40.0   757.9  0.00   0.0  1099     7.88   1120    13.5  0.48  13.8   0.000   0.042   25.4    67   18.9   26.3    0.00   116    1    100.0    5 
17/07/14 11:30a   30.1   30.2   30.0    55   20.1   3.2    SW   0.27   9.7    SW   30.1   32.3   32.3   38.6   757.9  0.00   0.0   772     5.53   1176    12.5  0.45  14.2   0.000   0.041   25.4    67   18.9   26.3    0.00   114    1    100.0    5 
17/07/14 11:35a   30.2   30.3   30.1    54   19.9   3.2    SW   0.27   8.0    SW   30.2   32.3   32.3   38.6   757.8  0.00   0.0   841     6.03   1125    12.1  0.43  14.2   0.000   0.041   25.5    67   18.9   26.4    0.00   116    1    100.0    5 
17/07/14 11:40a   30.2   30.3   30.1    53   19.6   4.8    SW   0.40   8.0   SSW   30.2   32.2   32.2   35.5   757.8  0.00   0.0   325     2.33    339     8.5  0.30  11.2   0.000   0.041   25.6    67   19.0   26.6    0.00   117    1    100.0    5 
17/07/14 11:45a   29.9   30.1   29.8    54   19.6   3.2    SW   0.27   8.0    SW   29.9   31.8   31.8   35.4   757.8  0.00   0.0   357     2.56    360     8.0  0.29   8.6   0.000   0.040   25.6    67   19.0   26.6    0.00   116    1    100.0    5 
17/07/14 11:50a   29.7   29.8   29.6    55   19.7   3.2    SW   0.27   8.0    SW   29.7   31.4   31.4   36.1   757.7  0.00   0.0   458     3.28    633     9.4  0.34  11.3   0.000   0.039   25.6    67   19.0   26.6    0.00   115    1    100.0    5 
17/07/14 11:55a   29.4   29.5   29.3    56   19.7   1.6    SW   0.13   8.0    SW   29.4   31.2   31.2   34.6   757.7  0.00   0.0   334     2.39    350     8.8  0.31  10.7   0.000   0.038   25.6    67   19.0   26.6    0.00   114    1    100.0    5 
17/07/14 12:00p   29.3   29.3   29.3    58   20.2   1.6    SW   0.13   8.0    SW   29.3   31.3   31.3   34.4   757.7  0.00   0.0   304     2.18    318     7.7  0.27   8.6   0.000   0.038   25.7    67   19.1   26.7    0.51   116    1    100.0    5 
17/07/14 12:05p   29.1   29.3   28.9    59   20.3   3.2    SW   0.27   8.0    SW   29.1   31.2   31.2   33.7   757.5  0.00   0.0   258     1.85    313     6.9  0.25   7.4   0.000   0.037   25.7    67   19.1   26.7    0.00   115    1    100.0    5 
17/07/14 12:10p   28.9   28.9   28.8    61   20.6   3.2    SW   0.27   8.0    SW   28.9   31.1   31.1   36.8   757.6  0.00   0.0  1026     7.35   1106    13.1  0.47  14.9   0.000   0.037   25.7    67   19.1   26.7    0.00   117    1    100.0    5 
17/07/14 12:15p   29.2   29.4   28.9    61   20.9   1.6    SW   0.13   8.0   SSW   29.2   31.6   31.6   36.2   757.5  0.00   0.0   445     3.19    701    10.1  0.36  12.0   0.000   0.038   25.7    67   19.1   26.7    0.00   117    1    100.0    5 
17/07/14 12:20p   29.6   29.9   29.4    60   21.0   0.0   WSW   0.00   3.2   SSE   29.6   32.2   32.2   37.2   757.5  0.00   0.0   486     3.48    610    10.5  0.38  14.2   0.000   0.039   25.8    67   19.2   26.8    0.00   115    1    100.0    5 
17/07/14 12:25p   30.0   30.1   29.9    57   20.6   3.2    SW   0.27   9.7    SW   30.0   32.4   32.4   36.3   757.5  0.00   0.0   368     2.64    476     7.1  0.25   8.4   0.000   0.041   25.8    67   19.2   26.8    0.00   115    1    100.0    5 
17/07/14 12:30p   29.9   30.0   29.8    58   20.7   1.6    SW   0.13   8.0    NE   29.9   32.4   32.4   36.9   757.4  0.00   0.0   430     3.08    471     9.9  0.35  12.8   0.000   0.040   25.8    67   19.2   26.8    0.00   117    1    100.0    5 
17/07/14 12:35p   29.9   30.0   29.8    57   20.4   1.6    NE   0.13   9.7    NE   29.9   32.2   32.2   36.6   757.4  0.00   0.0   420     3.01    446     8.8  0.31  11.3   0.000   0.040   25.8    67   19.2   26.8    0.00   116    1    100.0    5 
17/07/14 12:40p   30.1   30.2   30.0    59   21.2   3.2    SW   0.27   9.7    SW   30.1   33.1   33.1   36.9   757.3  0.00   0.0   363     2.60    438    10.4  0.37  13.2   0.000   0.041   25.9    67   19.3   26.9    0.00   117    1    100.0    5 
17/07/14 12:45p   29.7   30.1   29.4    60   21.1   1.6    SW   0.13   9.7    SW   29.7   32.5   32.5   35.4   757.2  0.00   0.0   274     1.96    283     6.1  0.22   6.1   0.000   0.040   25.9    68   19.6   27.1    0.00   118    1    100.0    5 
17/07/14 12:50p   29.0   29.4   28.7    61   20.7   3.2    SW   0.27   8.0    SW   29.0   31.3   31.3   34.4   757.2  0.00   0.0   300     2.15    341     7.2  0.26   9.2   0.000   0.037   25.9    68   19.6   27.1    0.00   117    1    100.0    5 
17/07/14 12:55p   28.6   28.7   28.5    63   20.8   3.2    SW   0.27   9.7    SW   28.6   30.7   30.7   34.7   757.1  0.00   0.0   376     2.70    392    11.0  0.39  12.5   0.000   0.035   26.0    68   19.6   27.1    0.00   116    1    100.0    5 
17/07/14  1:00p   28.7   28.8   28.6    63   20.9   4.8    SW   0.40   9.7    SW   28.7   30.9   30.9   34.3   756.9  0.00   0.0   317     2.27    353     8.2  0.29   9.0   0.000   0.036   26.1    68   19.7   27.2    0.30   117    1    100.0    5 
17/07/14  1:05p   28.8   28.8   28.8    64   21.3   1.6    SW   0.13   8.0   WSW   28.8   31.4   31.4   34.1   756.9  0.00   0.0   266     1.91    287    11.4  0.41  14.1   0.000   0.036   26.1    68   19.7   27.2    0.00   116    1    100.0    5 
17/07/14  1:10p   29.0   29.2   28.8    62   21.0   3.2    SW   0.27   9.7    SW   29.0   31.5   31.5   34.2   756.9  0.00   0.0   262     1.88    272    14.0  0.50  14.1   0.000   0.037   26.2    68   19.8   27.3    0.00   116    1    100.0    5 
17/07/14  1:15p   29.4   29.6   29.3    59   20.6   4.8    SW   0.40  11.3    SW   29.4   31.7   31.7   34.2   756.8  0.00   0.0   246     1.76    257    13.7  0.49  13.8   0.000   0.039   26.2    68   19.8   27.3    0.00   116    1    100.0    5 
17/07/14  1:20p   29.6   29.6   29.6    59   20.7   6.4    SW   0.54  11.3     S   29.6   32.1   32.1   34.1   756.7  0.00   0.0   209     1.50    223    12.8  0.46  13.0   0.000   0.039   26.2    68   19.8   27.4    0.00   115    1    100.0    5 
17/07/14  1:25p   29.7   29.8   29.6    60   21.1   4.8    SW   0.40   9.7    SW   29.7   32.3   32.3   34.4   756.6  0.00   0.0   215     1.54    221    12.5  0.45  12.9   0.000   0.039   26.3    68   20.0   27.6    0.00   116    1    100.0    5 
17/07/14  1:30p   29.9   30.1   29.8    59   21.1   1.6    SW   0.13   6.4    SW   29.9   32.7   32.7   34.6   756.6  0.00   0.0   197     1.41    204    11.6  0.41  12.4   0.000   0.040   26.4    68   20.1   27.7    0.00   115    1    100.0    5 
17/07/14  1:35p   30.1   30.2   30.0    57   20.7   6.4    SW   0.54   9.7    SW   30.1   32.7   32.7   34.7   756.6  0.00   0.0   214     1.53    255    12.1  0.43  12.2   0.000   0.041   26.4    68   20.1   27.7    0.00   117    1    100.0    5 
17/07/14  1:40p   30.1   30.2   30.0    58   20.9   3.2    SW   0.27   9.7   SSW   30.1   32.9   32.9   36.2   756.5  0.00   0.0   317     2.27    338    10.5  0.38  12.2   0.000   0.041   26.6    68   20.2   27.8    0.00   116    1    100.0    5 
17/07/14  1:45p   30.1   30.2   30.0    57   20.7   4.8    SW   0.40  11.3    SW   30.1   32.7   32.7   36.4   756.3  0.00   0.0   361     2.59    424    11.1  0.40  11.7   0.000   0.041   26.6    67   20.0   27.8    0.00   117    1    100.0    5 
17/07/14  1:50p   29.9   30.0   29.8    59   21.0   4.8    SW   0.40  11.3   WSW   29.9   32.6   32.6   37.1   756.3  0.00   0.0   441     3.16    610     8.6  0.31  10.9   0.000   0.040   26.7    67   20.0   27.9    0.00   118    1    100.0    5 
17/07/14  1:55p   29.8   29.8   29.8    58   20.6   4.8   WSW   0.40  11.3   WSW   29.8   32.2   32.2   38.4   756.2  0.00   0.0   686     4.92    733    10.5  0.38  10.8   0.000   0.040   26.7    67   20.0   27.9    0.00   117    1    100.0    5 
17/07/14  2:00p   29.8   29.9   29.8    58   20.7   4.8    SW   0.40   9.7    SW   29.8   32.3   32.3   38.7   756.1  0.00   0.0   831     5.96    884    10.3  0.37  10.6   0.000   0.040   26.8    67   20.1   28.1    0.28   114    1    100.0    5 
17/07/14  2:05p   30.1   30.2   29.9    59   21.2   1.6    SW   0.13   9.7    SW   30.1   32.9   32.9   37.4   756.1  0.00   0.0   439     3.15    439     7.6  0.27  10.1   0.000   0.041   26.8    67   20.1   28.1    0.00   116    1    100.0    5 
17/07/14  2:10p   30.3   30.4   30.2    58   21.1   1.6   SSW   0.13   8.0   SSW   30.3   33.3   33.3   39.3   756.0  0.00   0.0   642     4.60    886     8.7  0.31   9.4   0.000   0.042   26.8    67   20.1   28.1    0.00   116    1    100.0    5 
17/07/14  2:15p   30.4   30.5   30.4    58   21.2   3.2    SW   0.27   9.7   WSW   30.4   33.6   33.6   37.5   756.0  0.00   0.0   372     2.67    385     6.2  0.22   7.8   0.000   0.042   26.8    67   20.1   28.1    0.00   117    1    100.0    5 
17/07/14  2:20p   29.9   30.4   29.5    60   21.3   8.0    SW   0.67  12.9   WSW   29.9   32.9   32.9   36.8   756.0  0.00   0.0   369     2.64    436     6.0  0.21   7.1   0.000   0.040   26.9    67   20.2   28.3    0.00   117    1    100.0    5 
17/07/14  2:25p   29.3   29.4   29.2    62   21.3   6.4    SW   0.54  11.3    SW   29.3   32.1   32.1   37.9   755.9  0.00   0.0   616     4.42    800     6.7  0.24   8.2   0.000   0.038   26.9    67   20.2   28.3    0.00   117    1    100.0    5 
17/07/14  2:30p   29.1   29.2   29.0    62   21.1   4.8    SW   0.40   9.7   WSW   29.1   31.7   31.7   35.1   755.9  0.00   0.0   329     2.36    394     4.9  0.18   5.3   0.000   0.037   26.9    67   20.2   28.3    0.00   114    1    100.0    5 
17/07/14  2:35p   28.7   28.9   28.5    62   20.7   4.8    SW   0.40   9.7    SW   28.7   30.9   30.9   33.6   756.0  0.00   0.0   266     1.91    306     3.8  0.14   4.3   0.000   0.036   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  2:40p   28.3   28.5   28.2    63   20.6   3.2    SW   0.27   9.7    SW   28.3   30.2   30.2   32.4   755.9  0.00   0.0   226     1.62    241     3.3  0.12   3.3   0.000   0.035   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  2:45p   28.1   28.2   28.0    64   20.6   1.6    SW   0.13   8.0    SW   28.1   29.9   29.9   32.4   755.9  0.00   0.0   249     1.78    297     3.4  0.12   3.6   0.000   0.034   26.9    67   20.2   28.3    0.00   113    1     99.1    5 
17/07/14  2:50p   27.9   28.0   27.9    65   20.8   3.2    SW   0.27   8.0   WSW   27.9   29.8   29.8   32.0   755.8  0.00   0.0   218     1.56    251     2.9  0.10   3.1   0.000   0.033   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  2:55p   27.9   27.9   27.9    64   20.5   3.2    SW   0.27   9.7    SW   27.9   29.7   29.7   31.8   755.8  0.00   0.0   214     1.53    221     2.8  0.10   2.8   0.000   0.033   26.9    67   20.2   28.3    0.00   115    1    100.0    5 
17/07/14  3:00p   27.8   27.9   27.8    65   20.6   1.6    SW   0.13   6.4    SW   27.8   29.7   29.7   32.2   755.9  0.00   0.0   250     1.79    258     3.0  0.11   3.0   0.000   0.033   26.9    67   20.2   28.3    0.28   115    1    100.0    5 
17/07/14  3:05p   27.8   27.8   27.8    65   20.6   3.2    SW   0.27   9.7    SW   27.8   29.7   29.7   32.3   755.8  0.00   0.0   256     1.83    264     3.0  0.11   3.0   0.000   0.033   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  3:10p   27.8   27.8   27.8    65   20.6   1.6    SW   0.13   8.0    SW   27.8   29.6   29.6   32.6   755.8  0.00   0.0   283     2.03    304     3.3  0.12   4.0   0.000   0.033   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  3:15p   27.9   27.9   27.8    65   20.7   1.6    SW   0.13   6.4    SW   27.9   29.7   29.7   32.8   755.8  0.00   0.0   284     2.04    287     3.0  0.11   3.2   0.000   0.033   26.9    67   20.2   28.3    0.00   117    1    100.0    5 
17/07/14  3:20p   27.9   27.9   27.9    65   20.8   1.6    SW   0.13   6.4    SW   27.9   29.8   29.8   32.6   755.7  0.00   0.0   256     1.83    262     2.7  0.10   2.8   0.000   0.033   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  3:25p   27.9   28.0   27.9    66   21.0   1.6    SW   0.13   8.0    SW   27.9   30.0   30.0   32.9   755.7  0.00   0.0   267     1.91    281     2.7  0.10   3.1   0.000   0.033   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  3:30p   28.0   28.1   28.0    66   21.1   3.2    SW   0.27   8.0    SW   28.0   30.1   30.1   32.8   755.7  0.00   0.0   252     1.81    258     2.5  0.09   2.6   0.000   0.034   26.9    67   20.2   28.3    0.00   115    1    100.0    5 
17/07/14  3:35p   27.9   28.1   27.9    65   20.8   1.6    SW   0.13   8.0    SW   27.9   29.8   29.8   32.4   755.7  0.00   0.0   238     1.71    258     2.2  0.08   2.4   0.000   0.033   26.9    67   20.2   28.3    0.00   117    1    100.0    5 
17/07/14  3:40p   27.8   27.9   27.8    66   20.9   1.6    SW   0.13   8.0    SW   27.8   29.8   29.8   32.2   755.7  0.00   0.0   227     1.63    237     2.4  0.09   3.0   0.000   0.033   26.9    67   20.2   28.3    0.00   117    1    100.0    5 
17/07/14  3:45p   27.8   27.8   27.7    66   20.8   3.2    SW   0.27   8.0    SW   27.8   29.7   29.7   34.7   755.7  0.00   0.0   458     3.28    522     3.0  0.11   3.2   0.000   0.033   26.9    67   20.2   28.3    0.00   116    1    100.0    5 
17/07/14  3:50p   27.9   28.0   27.8    65   20.8   3.2    SW   0.27  12.9   WSW   27.9   29.8   29.8   33.2   755.7  0.00   0.0   289     2.07    341     2.4  0.09   2.5   0.000   0.033   26.9    67   20.3   28.4    0.00   115    1    100.0    5 
17/07/14  3:55p   28.1   28.1   28.0    66   21.1   1.6    SW   0.13   8.0    SW   28.1   30.2   30.2   33.4   755.7  0.00   0.0   277     1.99    390     2.1  0.07   2.3   0.000   0.034   26.9    67   20.3   28.4    0.00   117    1    100.0    5 
17/07/14  4:00p   28.0   28.1   27.9    65   20.8   1.6    SW   0.13   8.0    SW   28.0   29.9   29.9   34.3   755.7  0.00   0.0   366     2.62    397     2.0  0.07   2.2   0.000   0.034   26.9    67   20.3   28.4    0.20   115    1    100.0    5 
17/07/14  4:05p   27.9   27.9   27.9    65   20.8   1.6    SW   0.13   8.0    SW   27.9   29.8   29.8   33.9   755.7  0.00   0.0   339     2.43    410     1.8  0.06   2.0   0.000   0.033   26.9    67   20.3   28.4    0.00   116    1    100.0    5 
17/07/14  4:10p   28.0   28.0   27.9    64   20.6   1.6    SW   0.13  11.3   ENE   28.0   29.8   29.8   33.5   755.8  0.00   0.0   301     2.16    373     1.6  0.06   1.8   0.000   0.034   26.9    67   20.3   28.4    0.00   116    1    100.0    5 
17/07/14  4:15p   28.0   28.1   28.0    64   20.6   1.6    SW   0.13  14.5    NE   28.0   29.8   29.8   32.6   755.7  0.00   0.0   226     1.62    302     1.4  0.05   1.4   0.000   0.034   26.9    67   20.3   28.4    0.00   117    1    100.0    5 
17/07/14  4:20p   27.9   28.0   27.8    63   20.2   1.6    SW   0.13   6.4    SW   27.9   29.6   29.6   31.7   755.7  0.00   0.0   179     1.28    206     1.1  0.04   1.2   0.000   0.033   26.9    67   20.3   28.4    0.00   117    1    100.0    5 
17/07/14  4:25p   27.8   27.8   27.7    65   20.6   0.0   WSW   0.00   6.4   WSW   27.8   29.6   29.6   30.9   755.7  0.00   0.0   125     0.90    142     0.9  0.03   1.0   0.000   0.033   26.9    66   20.1   28.3    0.00   117    1    100.0    5 
17/07/14  4:30p   27.7   27.7   27.7    65   20.5   0.0    SW   0.00   3.2    SW   27.7   29.4   29.4   30.2   755.6  0.00   0.0    98     0.70     98     1.0  0.04   1.0   0.000   0.032   27.1    66   20.2   28.4    0.00    17    1     14.9    5 
17/07/14  4:35p    ---    ---    ---    65    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.5  0.00   0.0    98     0.70     98     1.0  0.04   1.0     ---     ---   27.4    65   20.2   28.9    0.00     0    1      0.0    5 
17/07/14  4:40p    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.6  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---   27.4    66   20.5   29.0    0.00     0    1      0.0    5 
17/07/14  4:45p    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.7  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---   27.2    66   20.3   28.6    0.00     0    1      0.0    5 
17/07/14  4:50p    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.6  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---   27.2    66   20.3   28.6    0.00     0    1      0.0    5 
17/07/14  4:55p    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.7  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---   27.2    66   20.3   28.6    0.00     0    1      0.0    5 
17/07/14  5:00p    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.8  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---   27.1    66   20.2   28.6    0.00     0    1      0.0    5 
17/07/14  5:05p    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---   755.8  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---   27.1    66   20.2   28.4    0.00     0    1      0.0    5 
